Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?,Rainfall log,Wind_Speed log,ALT log
11897,Madaripur,1994,6,35.1,26.0,399.0,84.0,1.9,6.6,2.8,518762.7,561770.3,23.17,90.18,5,1994.06,1.0,5.991464547107982,1.0647107369924282,1.791759469228055
11898,Madaripur,1994,7,34.0,26.2,262.0,86.0,1.9,7.0,3.7,518762.7,561770.3,23.17,90.18,5,1994.07,0.0,5.572154032177765,1.0647107369924282,1.791759469228055
11899,Madaripur,1994,8,33.6,26.4,204.0,84.0,1.5,6.5,3.9,518762.7,561770.3,23.17,90.18,5,1994.08,0.0,5.3230099791384085,0.9162907318741551,1.791759469228055
11900,Madaripur,1994,9,34.4,25.8,174.0,83.0,1.2,4.8,5.6,518762.7,561770.3,23.17,90.18,5,1994.09,0.0,5.1647859739235145,0.7884573603642702,1.791759469228055
11901,Madaripur,1994,10,34.0,23.7,30.0,76.0,0.6,3.1,6.7,518762.7,561770.3,23.17,90.18,5,1994.1,0.0,3.4339872044851463,0.4700036292457356,1.791759469228055
11902,Madaripur,1994,11,32.9,19.2,0.0,74.0,0.5,2.9,4.6,518762.7,561770.3,23.17,90.18,5,1994.11,0.0,0.0,0.4054651081081644,1.791759469228055
11903,Madaripur,1994,12,29.9,12.5,0.0,69.0,0.4,0.8,4.8,518762.7,561770.3,23.17,90.18,5,1994.12,0.0,0.0,0.33647223662121295,1.791759469228055
11904,Madaripur,1995,1,28.0,11.0,6.0,69.0,0.6,1.6,5.7,518762.7,561770.3,23.17,90.18,5,1995.01,0.0,1.9459101490553132,0.4700036292457356,1.791759469228055
11905,Madaripur,1995,2,30.0,14.9,32.0,72.0,0.6,1.9,5.6,518762.7,561770.3,23.17,90.18,5,1995.02,0.0,3.4965075614664802,0.4700036292457356,1.791759469228055
11906,Madaripur,1995,3,37.2,18.8,0.0,63.0,0.7,1.9,7.3,518762.7,561770.3,23.17,90.18,5,1995.03,0.0,0.0,0.5306282510621704,1.791759469228055
11907,Madaripur,1995,4,38.2,23.9,72.0,69.0,1.6,3.3,7.3,518762.7,561770.3,23.17,90.18,5,1995.04,0.0,4.290459441148391,0.9555114450274363,1.791759469228055
11908,Madaripur,1995,5,37.6,26.2,213.0,78.0,1.4,4.7,4.5,518762.7,561770.3,23.17,90.18,5,1995.05,0.0,5.365976015021851,0.8754687373538999,1.791759469228055
11909,Madaripur,1995,6,35.5,26.5,601.0,84.0,1.0,5.9,2.8,518762.7,561770.3,23.17,90.18,5,1995.06,1.0,6.400257445308821,0.6931471805599453,1.791759469228055
11910,Madaripur,1995,7,34.0,26.1,346.0,86.0,1.7,6.8,2.8,518762.7,561770.3,23.17,90.18,5,1995.07,0.0,5.849324779946859,0.9932517730102833,1.791759469228055
11911,Madaripur,1995,8,34.5,26.4,508.0,84.0,1.3,6.0,4.0,518762.7,561770.3,23.17,90.18,5,1995.08,1.0,6.2324480165505225,0.832909122935104,1.791759469228055
11912,Madaripur,1995,9,34.8,26.2,225.0,84.0,1.1,6.1,3.3,518762.7,561770.3,23.17,90.18,5,1995.09,0.0,5.420534999272286,0.7419373447293773,1.791759469228055
11913,Madaripur,1995,10,34.6,24.8,87.0,79.0,0.6,3.8,5.8,518762.7,561770.3,23.17,90.18,5,1995.1,0.0,4.477336814478207,0.4700036292457356,1.791759469228055
11914,Madaripur,1995,11,34.2,20.7,99.0,79.0,0.7,2.9,5.2,518762.7,561770.3,23.17,90.18,5,1995.11,0.0,4.605170185988092,0.5306282510621704,1.791759469228055
11915,Madaripur,1995,12,28.6,13.8,0.0,74.0,0.4,0.5,6.7,518762.7,561770.3,23.17,90.18,5,1995.12,0.0,0.0,0.33647223662121295,1.791759469228055
11916,Madaripur,1996,1,29.0,12.7,0.0,80.0,0.6,0.8,7.0,518762.7,561770.3,23.17,90.18,5,1996.01,0.0,0.0,0.4700036292457356,1.791759469228055
11917,Madaripur,1996,2,32.0,15.4,27.0,76.0,0.6,1.3,7.3,518762.7,561770.3,23.17,90.18,5,1996.02,0.0,3.332204510175204,0.4700036292457356,1.791759469228055
11918,Madaripur,1996,3,35.3,21.6,36.0,74.0,1.2,2.3,7.0,518762.7,561770.3,23.17,90.18,5,1996.03,0.0,3.6109179126442243,0.7884573603642702,1.791759469228055
11919,Madaripur,1996,4,37.0,23.1,164.0,75.0,1.1,3.3,6.4,518762.7,561770.3,23.17,90.18,5,1996.04,0.0,5.10594547390058,0.7419373447293773,1.791759469228055
11920,Madaripur,1996,5,36.9,25.3,241.0,80.0,1.4,4.6,6.5,518762.7,561770.3,23.17,90.18,5,1996.05,0.0,5.488937726156687,0.8754687373538999,1.791759469228055
11921,Madaripur,1996,6,35.6,25.5,604.0,86.0,0.9,5.4,4.1,518762.7,561770.3,23.17,90.18,5,1996.06,1.0,6.405228458030842,0.6418538861723948,1.791759469228055
11922,Madaripur,1996,7,34.5,26.3,224.0,87.0,1.3,5.9,2.8,518762.7,561770.3,23.17,90.18,5,1996.07,0.0,5.41610040220442,0.832909122935104,1.791759469228055
11923,Madaripur,1996,8,34.0,26.3,258.0,87.0,1.1,5.9,2.8,518762.7,561770.3,23.17,90.18,5,1996.08,0.0,5.556828061699537,0.7419373447293773,1.791759469228055
11924,Madaripur,1996,9,36.5,26.4,224.0,85.0,0.7,4.5,4.7,518762.7,561770.3,23.17,90.18,5,1996.09,0.0,5.41610040220442,0.5306282510621704,1.791759469228055
11925,Madaripur,1996,10,35.4,23.8,214.0,82.0,0.6,2.9,6.5,518762.7,561770.3,23.17,90.18,5,1996.1,0.0,5.3706380281276624,0.4700036292457356,1.791759469228055
11926,Madaripur,1996,11,33.4,19.2,57.0,81.0,0.3,1.2,7.5,518762.7,561770.3,23.17,90.18,5,1996.11,0.0,4.060443010546419,0.262364264467491,1.791759469228055
11927,Madaripur,1996,12,29.0,14.0,0.0,80.0,0.4,1.4,4.7,518762.7,561770.3,23.17,90.18,5,1996.12,0.0,0.0,0.33647223662121295,1.791759469228055
11928,Madaripur,1997,1,27.0,11.4,27.0,80.0,0.5,1.5,5.9,518762.7,561770.3,23.17,90.18,5,1997.01,0.0,3.332204510175204,0.4054651081081644,1.791759469228055
11929,Madaripur,1997,2,31.2,14.5,14.0,77.0,0.7,1.7,6.1,518762.7,561770.3,23.17,90.18,5,1997.02,0.0,2.70805020110221,0.5306282510621704,1.791759469228055
11930,Madaripur,1997,3,34.5,20.8,76.0,77.0,0.8,2.5,6.7,518762.7,561770.3,23.17,90.18,5,1997.03,0.0,4.343805421853684,0.5877866649021191,1.791759469228055
11931,Madaripur,1997,4,35.5,21.1,234.0,80.0,0.8,3.5,6.4,518762.7,561770.3,23.17,90.18,5,1997.04,0.0,5.459585514144159,0.5877866649021191,1.791759469228055
11932,Madaripur,1997,5,36.3,24.4,240.0,82.0,0.9,4.2,6.5,518762.7,561770.3,23.17,90.18,5,1997.05,0.0,5.484796933490655,0.6418538861723948,1.791759469228055
11933,Madaripur,1997,6,35.8,25.7,257.0,86.0,1.0,5.6,4.5,518762.7,561770.3,23.17,90.18,5,1997.06,0.0,5.552959584921617,0.6931471805599453,1.791759469228055
11934,Madaripur,1997,7,34.8,26.2,344.0,88.0,1.0,6.2,3.4,518762.7,561770.3,23.17,90.18,5,1997.07,0.0,5.84354441703136,0.6931471805599453,1.791759469228055
11935,Madaripur,1997,8,36.3,26.4,371.0,87.0,1.1,5.7,4.0,518762.7,561770.3,23.17,90.18,5,1997.08,1.0,5.918893854273146,0.7419373447293773,1.791759469228055
11936,Madaripur,1997,9,34.5,25.6,438.0,88.0,0.7,5.4,4.2,518762.7,561770.3,23.17,90.18,5,1997.09,1.0,6.0844994130751715,0.5306282510621704,1.791759469228055
11937,Madaripur,1997,10,33.7,22.9,6.0,81.0,0.3,1.9,7.4,518762.7,561770.3,23.17,90.18,5,1997.1,0.0,1.9459101490553132,0.262364264467491,1.791759469228055
11938,Madaripur,1997,11,33.4,19.8,17.0,80.0,0.2,2.0,6.0,518762.7,561770.3,23.17,90.18,5,1997.11,0.0,2.8903717578961645,0.18232155679395465,1.791759469228055
11939,Madaripur,1997,12,29.2,14.7,24.0,83.0,0.4,2.5,5.1,518762.7,561770.3,23.17,90.18,5,1997.12,0.0,3.2188758248682006,0.33647223662121295,1.791759469228055
11940,Madaripur,1998,1,26.8,12.3,35.0,84.0,0.5,2.7,3.7,518762.7,561770.3,23.17,90.18,5,1998.01,0.0,3.58351893845611,0.4054651081081644,1.791759469228055
11941,Madaripur,1998,2,32.2,16.1,40.0,80.0,0.3,2.2,5.7,518762.7,561770.3,23.17,90.18,5,1998.02,0.0,3.713572066704308,0.262364264467491,1.791759469228055
11942,Madaripur,1998,3,34.4,18.3,152.0,73.0,0.5,2.4,7.2,518762.7,561770.3,23.17,90.18,5,1998.03,0.0,5.030437921392435,0.4054651081081644,1.791759469228055
11943,Madaripur,1998,4,35.6,22.9,232.0,81.0,0.8,3.5,6.6,518762.7,561770.3,23.17,90.18,5,1998.04,0.0,5.4510384535657,0.5877866649021191,1.791759469228055
11944,Madaripur,1998,5,37.0,25.7,221.0,83.0,0.7,4.7,5.6,518762.7,561770.3,23.17,90.18,5,1998.05,0.0,5.402677381872279,0.5306282510621704,1.791759469228055
11945,Madaripur,1998,6,35.7,27.3,146.0,85.0,1.2,5.0,4.7,518762.7,561770.3,23.17,90.18,5,1998.06,0.0,4.990432586778736,0.7884573603642702,1.791759469228055
11946,Madaripur,1998,7,34.4,26.5,607.0,89.0,1.0,6.6,2.8,518762.7,561770.3,23.17,90.18,5,1998.07,1.0,6.410174881966167,0.6931471805599453,1.791759469228055
11947,Madaripur,1998,8,34.8,26.9,285.0,88.0,1.0,5.9,3.3,518762.7,561770.3,23.17,90.18,5,1998.08,0.0,5.655991810819852,0.6931471805599453,1.791759469228055
11948,Madaripur,1998,9,36.3,26.5,273.0,83.0,0.7,5.0,3.9,518762.7,561770.3,23.17,90.18,5,1998.09,0.0,5.6131281063880705,0.5306282510621704,1.791759469228055
11949,Madaripur,1998,10,35.6,25.7,101.0,80.0,0.5,3.8,5.4,518762.7,561770.3,23.17,90.18,5,1998.1,0.0,4.624972813284271,0.4054651081081644,1.791759469228055
11950,Madaripur,1998,11,33.5,21.5,108.0,81.0,0.5,2.5,6.0,518762.7,561770.3,23.17,90.18,5,1998.11,0.0,4.6913478822291435,0.4054651081081644,1.791759469228055
11951,Madaripur,1998,12,29.1,15.5,0.0,81.0,0.3,0.4,6.2,518762.7,561770.3,23.17,90.18,5,1998.12,0.0,0.0,0.262364264467491,1.791759469228055
11952,Madaripur,1999,1,29.2,13.0,0.0,79.0,0.4,0.6,6.7,518762.7,561770.3,23.17,90.18,5,1999.01,0.0,0.0,0.33647223662121295,1.791759469228055
11953,Madaripur,1999,2,30.2,16.2,0.0,74.0,0.4,1.0,7.2,518762.7,561770.3,23.17,90.18,5,1999.02,0.0,0.0,0.33647223662121295,1.791759469228055
11954,Madaripur,1999,3,34.2,20.8,0.0,70.0,0.7,1.3,7.8,518762.7,561770.3,23.17,90.18,5,1999.03,0.0,0.0,0.5306282510621704,1.791759469228055
11955,Madaripur,1999,4,35.1,25.4,9.0,77.0,1.3,2.8,7.5,518762.7,561770.3,23.17,90.18,5,1999.04,0.0,2.302585092994046,0.832909122935104,1.791759469228055
11956,Madaripur,1999,5,34.4,25.3,236.0,84.0,1.0,4.6,5.1,518762.7,561770.3,23.17,90.18,5,1999.05,0.0,5.4680601411351315,0.6931471805599453,1.791759469228055
11957,Madaripur,1999,6,34.3,26.2,314.0,87.0,0.9,5.9,4.2,518762.7,561770.3,23.17,90.18,5,1999.06,0.0,5.752572638825633,0.6418538861723948,1.791759469228055
11958,Madaripur,1999,7,34.8,25.9,592.0,88.0,0.9,6.4,2.9,518762.7,561770.3,23.17,90.18,5,1999.07,1.0,6.385194398997726,0.6418538861723948,1.791759469228055
11959,Madaripur,1999,8,34.5,26.3,357.0,87.0,0.7,6.4,2.8,518762.7,561770.3,23.17,90.18,5,1999.08,0.0,5.8805329864007,0.5306282510621704,1.791759469228055
11960,Madaripur,1999,9,34.1,26.0,191.0,87.0,0.5,5.8,2.9,518762.7,561770.3,23.17,90.18,5,1999.09,0.0,5.2574953720277815,0.4054651081081644,1.791759469228055
11961,Madaripur,1999,10,35.3,25.0,384.0,86.0,0.3,4.9,4.2,518762.7,561770.3,23.17,90.18,5,1999.1,0.0,5.953243334287785,0.262364264467491,1.791759469228055
11962,Madaripur,1999,11,32.6,19.9,16.0,80.0,0.1,1.2,7.7,518762.7,561770.3,23.17,90.18,5,1999.11,0.0,2.833213344056216,0.09531017980432487,1.791759469228055
11963,Madaripur,1999,12,29.5,15.1,0.0,81.0,0.1,0.5,5.3,518762.7,561770.3,23.17,90.18,5,1999.12,0.0,0.0,0.09531017980432487,1.791759469228055
11964,Madaripur,2000,1,29.5,13.2,16.0,81.0,0.3,0.8,6.2,518762.7,561770.3,23.17,90.18,5,2000.01,0.0,2.833213344056216,0.262364264467491,1.791759469228055
11965,Madaripur,2000,2,28.8,15.6,46.0,78.0,0.2,3.1,5.2,518762.7,561770.3,23.17,90.18,5,2000.02,0.0,3.8501476017100584,0.18232155679395465,1.791759469228055
11966,Madaripur,2000,3,35.0,20.1,5.0,73.0,0.4,2.3,6.9,518762.7,561770.3,23.17,90.18,5,2000.03,0.0,1.791759469228055,0.33647223662121295,1.791759469228055
11967,Madaripur,2000,4,35.6,23.7,212.0,80.0,0.8,3.1,7.1,518762.7,561770.3,23.17,90.18,5,2000.04,0.0,5.3612921657094255,0.5877866649021191,1.791759469228055
11968,Madaripur,2000,5,37.0,24.6,341.0,83.0,0.6,5.2,5.0,518762.7,561770.3,23.17,90.18,5,2000.05,0.0,5.834810737062605,0.4700036292457356,1.791759469228055
11969,Madaripur,2000,6,35.8,26.2,182.0,86.0,0.6,5.8,3.3,518762.7,561770.3,23.17,90.18,5,2000.06,0.0,5.209486152841421,0.4700036292457356,1.791759469228055
11970,Madaripur,2000,7,35.6,26.4,259.0,87.0,0.6,5.8,3.8,518762.7,561770.3,23.17,90.18,5,2000.07,0.0,5.560681631015528,0.4700036292457356,1.791759469228055
11971,Madaripur,2000,8,35.5,26.7,321.0,86.0,0.5,5.9,4.4,518762.7,561770.3,23.17,90.18,5,2000.08,0.0,5.7745515455444085,0.4054651081081644,1.791759469228055
11972,Madaripur,2000,9,34.5,25.9,214.0,86.0,0.3,5.2,4.7,518762.7,561770.3,23.17,90.18,5,2000.09,0.0,5.3706380281276624,0.262364264467491,1.791759469228055
11973,Madaripur,2000,10,39.7,24.4,321.0,86.0,0.4,3.8,5.4,518762.7,561770.3,23.17,90.18,5,2000.1,0.0,5.7745515455444085,0.33647223662121295,1.791759469228055
11974,Madaripur,2000,11,33.5,19.7,0.0,82.0,0.1,0.9,7.4,518762.7,561770.3,23.17,90.18,5,2000.11,0.0,0.0,0.09531017980432487,1.791759469228055
11975,Madaripur,2000,12,28.5,13.7,0.0,80.0,0.1,0.3,7.6,518762.7,561770.3,23.17,90.18,5,2000.12,0.0,0.0,0.09531017980432487,1.791759469228055
11976,Madaripur,2001,1,28.6,11.0,0.0,78.0,0.2,0.6,8.0,518762.7,561770.3,23.17,90.18,5,2001.01,0.0,0.0,0.18232155679395465,1.791759469228055
11977,Madaripur,2001,2,31.8,15.6,51.0,76.0,0.2,1.1,7.5,518762.7,561770.3,23.17,90.18,5,2001.02,0.0,3.9512437185814275,0.18232155679395465,1.791759469228055
11978,Madaripur,2001,3,35.7,19.7,8.0,72.0,0.5,1.8,7.6,518762.7,561770.3,23.17,90.18,5,2001.03,0.0,2.1972245773362196,0.4054651081081644,1.791759469228055
11979,Madaripur,2001,4,38.0,24.0,31.0,77.0,0.9,3.0,7.5,518762.7,561770.3,23.17,90.18,5,2001.04,0.0,3.4657359027997265,0.6418538861723948,1.791759469228055
11980,Madaripur,2001,5,35.6,24.0,552.0,85.0,0.7,4.4,6.2,518762.7,561770.3,23.17,90.18,5,2001.05,1.0,6.315358001522335,0.5306282510621704,1.791759469228055
11981,Madaripur,2001,6,34.6,25.7,625.0,90.0,1.0,6.0,3.0,518762.7,561770.3,23.17,90.18,5,2001.06,1.0,6.439350371100098,0.6931471805599453,1.791759469228055
11982,Madaripur,2001,7,33.3,26.3,422.0,90.0,1.0,6.3,3.9,518762.7,561770.3,23.17,90.18,5,2001.07,1.0,6.0473721790462776,0.6931471805599453,1.791759469228055
11983,Madaripur,2001,8,34.7,26.8,223.0,86.0,0.8,5.1,3.3,518762.7,561770.3,23.17,90.18,5,2001.08,0.0,5.4116460518550396,0.5877866649021191,1.791759469228055
11984,Madaripur,2001,9,35.2,26.0,258.0,87.0,0.6,4.4,4.1,518762.7,561770.3,23.17,90.18,5,2001.09,0.0,5.556828061699537,0.4700036292457356,1.791759469228055
11985,Madaripur,2001,10,35.1,24.8,162.0,86.0,0.3,3.6,5.4,518762.7,561770.3,23.17,90.18,5,2001.1,0.0,5.093750200806762,0.262364264467491,1.791759469228055
11986,Madaripur,2001,11,32.5,21.0,47.0,84.0,0.2,2.6,6.1,518762.7,561770.3,23.17,90.18,5,2001.11,0.0,3.871201010907891,0.18232155679395465,1.791759469228055
11987,Madaripur,2001,12,29.5,14.2,0.0,83.0,0.3,0.9,6.9,518762.7,561770.3,23.17,90.18,5,2001.12,0.0,0.0,0.262364264467491,1.791759469228055
11988,Madaripur,2002,1,28.5,13.9,8.0,80.0,0.4,1.6,6.0,518762.7,561770.3,23.17,90.18,5,2002.01,0.0,2.1972245773362196,0.33647223662121295,1.791759469228055
11989,Madaripur,2002,2,34.0,15.3,6.0,73.0,0.4,0.6,8.4,518762.7,561770.3,23.17,90.18,5,2002.02,0.0,1.9459101490553132,0.33647223662121295,1.791759469228055
11990,Madaripur,2002,3,36.0,20.2,100.0,72.0,0.4,1.8,7.7,518762.7,561770.3,23.17,90.18,5,2002.03,0.0,4.61512051684126,0.33647223662121295,1.791759469228055
11991,Madaripur,2002,4,34.8,23.2,89.0,79.0,1.0,3.6,7.5,518762.7,561770.3,23.17,90.18,5,2002.04,0.0,4.499809670330265,0.6931471805599453,1.791759469228055
11992,Madaripur,2002,5,37.0,24.6,193.0,83.0,1.1,4.4,6.1,518762.7,561770.3,23.17,90.18,5,2002.05,0.0,5.267858159063328,0.7419373447293773,1.791759469228055
11993,Madaripur,2002,6,35.0,25.7,528.0,87.0,1.0,5.1,3.5,518762.7,561770.3,23.17,90.18,5,2002.06,1.0,6.270988431858299,0.6931471805599453,1.791759469228055
11994,Madaripur,2002,7,36.0,26.0,553.0,89.0,0.8,6.3,3.1,518762.7,561770.3,23.17,90.18,5,2002.07,1.0,6.317164686747284,0.5877866649021191,1.791759469228055
11995,Madaripur,2002,8,34.5,26.4,355.0,87.0,1.0,5.8,4.0,518762.7,561770.3,23.17,90.18,5,2002.08,0.0,5.87493073085203,0.6931471805599453,1.791759469228055
11996,Madaripur,2002,9,35.2,25.7,209.0,86.0,0.7,4.6,4.7,518762.7,561770.3,23.17,90.18,5,2002.09,0.0,5.3471075307174685,0.5306282510621704,1.791759469228055
11997,Madaripur,2002,10,35.0,23.6,24.0,83.0,0.3,2.8,6.4,518762.7,561770.3,23.17,90.18,5,2002.1,0.0,3.2188758248682006,0.262364264467491,1.791759469228055
11998,Madaripur,2002,11,33.0,19.6,100.0,82.0,0.3,2.6,6.5,518762.7,561770.3,23.17,90.18,5,2002.11,0.0,4.61512051684126,0.262364264467491,1.791759469228055
11999,Madaripur,2002,12,31.0,15.3,0.0,83.0,0.2,0.8,6.2,518762.7,561770.3,23.17,90.18,5,2002.12,0.0,0.0,0.18232155679395465,1.791759469228055
12000,Madaripur,2003,1,28.6,11.2,0.0,82.0,0.5,1.7,5.1,518762.7,561770.3,23.17,90.18,5,2003.01,0.0,0.0,0.4054651081081644,1.791759469228055
12001,Madaripur,2003,2,32.0,16.3,10.0,75.0,0.3,1.2,7.2,518762.7,561770.3,23.17,90.18,5,2003.02,0.0,2.3978952727983707,0.262364264467491,1.791759469228055
12002,Madaripur,2003,3,34.7,18.9,70.0,76.0,0.4,2.2,7.0,518762.7,561770.3,23.17,90.18,5,2003.03,0.0,4.2626798770413155,0.33647223662121295,1.791759469228055
12003,Madaripur,2003,4,36.0,24.6,84.0,80.0,1.0,3.1,6.7,518762.7,561770.3,23.17,90.18,5,2003.04,0.0,4.442651256490317,0.6931471805599453,1.791759469228055
12004,Madaripur,2003,5,36.8,25.5,66.0,80.0,0.7,3.6,7.1,518762.7,561770.3,23.17,90.18,5,2003.05,0.0,4.204692619390966,0.5306282510621704,1.791759469228055
12005,Madaripur,2003,6,37.0,26.0,434.0,86.0,0.9,5.8,3.1,518762.7,561770.3,23.17,90.18,5,2003.06,1.0,6.075346031088684,0.6418538861723948,1.791759469228055
12006,Madaripur,2003,7,34.6,26.9,283.0,86.0,1.1,4.9,4.3,518762.7,561770.3,23.17,90.18,5,2003.07,0.0,5.648974238161206,0.7419373447293773,1.791759469228055
12007,Madaripur,2003,8,35.5,27.1,191.0,84.0,0.9,4.9,5.7,518762.7,561770.3,23.17,90.18,5,2003.08,0.0,5.2574953720277815,0.6418538861723948,1.791759469228055
12008,Madaripur,2003,9,34.5,26.5,221.0,87.0,0.7,5.0,3.9,518762.7,561770.3,23.17,90.18,5,2003.09,0.0,5.402677381872279,0.5306282510621704,1.791759469228055
12009,Madaripur,2003,10,35.1,25.3,226.0,86.0,0.4,4.2,4.4,518762.7,561770.3,23.17,90.18,5,2003.1,0.0,5.424950017481403,0.33647223662121295,1.791759469228055
12010,Madaripur,2003,11,33.3,18.9,0.0,79.0,0.2,0.4,7.7,518762.7,561770.3,23.17,90.18,5,2003.11,0.0,0.0,0.18232155679395465,1.791759469228055
12011,Madaripur,2003,12,29.6,15.2,23.0,83.0,0.2,1.9,5.6,518762.7,561770.3,23.17,90.18,5,2003.12,0.0,3.1780538303479458,0.18232155679395465,1.791759469228055
12012,Madaripur,2004,1,27.8,13.2,0.0,83.0,0.3,1.9,5.0,518762.7,561770.3,23.17,90.18,5,2004.01,0.0,0.0,0.262364264467491,1.791759469228055
12013,Madaripur,2004,2,34.4,15.3,0.0,73.0,0.3,1.0,7.5,518762.7,561770.3,23.17,90.18,5,2004.02,0.0,0.0,0.262364264467491,1.791759469228055
12014,Madaripur,2004,3,35.8,21.7,6.0,73.0,0.6,2.3,6.5,518762.7,561770.3,23.17,90.18,5,2004.03,0.0,1.9459101490553132,0.4700036292457356,1.791759469228055
12015,Madaripur,2004,4,35.5,24.4,89.0,79.0,1.2,4.1,6.0,518762.7,561770.3,23.17,90.18,5,2004.04,0.0,4.499809670330265,0.7884573603642702,1.791759469228055
12016,Madaripur,2004,5,38.3,25.8,96.0,76.0,0.8,3.6,6.3,518762.7,561770.3,23.17,90.18,5,2004.05,0.0,4.574710978503383,0.5877866649021191,1.791759469228055
12017,Madaripur,2004,6,36.0,25.7,467.0,86.0,0.5,5.3,3.2,518762.7,561770.3,23.17,90.18,5,2004.06,1.0,6.148468295917647,0.4054651081081644,1.791759469228055
12018,Madaripur,2004,7,35.0,26.5,204.0,86.0,0.9,6.0,4.0,518762.7,561770.3,23.17,90.18,5,2004.07,0.0,5.3230099791384085,0.6418538861723948,1.791759469228055
12019,Madaripur,2004,8,34.4,26.6,282.0,87.0,1.0,5.6,4.9,518762.7,561770.3,23.17,90.18,5,2004.08,0.0,5.645446897643238,0.6931471805599453,1.791759469228055
12021,Madaripur,2004,10,34.2,23.7,192.0,84.0,0.2,2.6,6.4,518762.7,561770.3,23.17,90.18,5,2004.1,0.0,5.262690188904886,0.18232155679395465,1.791759469228055
12022,Madaripur,2004,11,30.6,18.3,12.0,81.0,0.1,0.7,7.0,518762.7,561770.3,23.17,90.18,5,2004.11,0.0,2.5649493574615367,0.09531017980432487,1.791759469228055
12023,Madaripur,2004,12,29.6,15.4,0.0,82.0,0.1,0.8,6.8,518762.7,561770.3,23.17,90.18,5,2004.12,0.0,0.0,0.09531017980432487,1.791759469228055
12024,Madaripur,2005,1,28.6,13.1,0.0,80.0,0.2,1.8,6.0,518762.7,561770.3,23.17,90.18,5,2005.01,0.0,0.0,0.18232155679395465,1.791759469228055
12025,Madaripur,2005,2,32.6,17.0,0.0,74.0,0.5,1.6,7.5,518762.7,561770.3,23.17,90.18,5,2005.02,0.0,0.0,0.4054651081081644,1.791759469228055
12026,Madaripur,2005,3,35.0,21.8,61.0,77.0,0.6,3.0,6.4,518762.7,561770.3,23.17,90.18,5,2005.03,0.0,4.127134385045092,0.4700036292457356,1.791759469228055
12027,Madaripur,2005,4,37.2,24.1,21.0,74.0,0.5,3.2,7.9,518762.7,561770.3,23.17,90.18,5,2005.04,0.0,3.091042453358316,0.4054651081081644,1.791759469228055
12028,Madaripur,2005,5,36.7,24.8,114.0,79.0,0.5,3.8,6.8,518762.7,561770.3,23.17,90.18,5,2005.05,0.0,4.74493212836325,0.4054651081081644,1.791759469228055
12029,Madaripur,2005,6,37.0,26.8,183.0,84.0,0.2,5.0,4.3,518762.7,561770.3,23.17,90.18,5,2005.06,0.0,5.214935757608986,0.18232155679395465,1.791759469228055
12030,Madaripur,2005,7,34.0,26.2,556.0,88.0,0.2,6.0,4.3,518762.7,561770.3,23.17,90.18,5,2005.07,1.0,6.322565239927284,0.18232155679395465,1.791759469228055
12031,Madaripur,2005,8,35.0,26.8,433.0,88.0,0.1,5.8,3.6,518762.7,561770.3,23.17,90.18,5,2005.08,1.0,6.073044534100405,0.09531017980432487,1.791759469228055
12032,Madaripur,2005,9,35.3,26.5,164.0,86.0,0.1,5.1,4.5,518762.7,561770.3,23.17,90.18,5,2005.09,0.0,5.10594547390058,0.09531017980432487,1.791759469228055
12033,Madaripur,2005,10,35.0,24.4,371.0,87.0,0.1,4.3,4.6,518762.7,561770.3,23.17,90.18,5,2005.1,0.0,5.918893854273146,0.09531017980432487,1.791759469228055
12034,Madaripur,2005,11,31.3,18.6,1.0,83.0,0.1,1.3,7.5,518762.7,561770.3,23.17,90.18,5,2005.11,0.0,0.6931471805599453,0.09531017980432487,1.791759469228055
12035,Madaripur,2005,12,29.2,14.6,1.0,82.0,0.1,1.1,7.1,518762.7,561770.3,23.17,90.18,5,2005.12,0.0,0.6931471805599453,0.09531017980432487,1.791759469228055
12036,Madaripur,2006,1,28.3,12.5,0.0,81.0,0.1,0.9,6.6,518762.7,561770.3,23.17,90.18,5,2006.01,0.0,0.0,0.09531017980432487,1.791759469228055
12037,Madaripur,2006,2,35.0,18.7,0.0,78.0,0.1,0.8,7.6,518762.7,561770.3,23.17,90.18,5,2006.02,0.0,0.0,0.09531017980432487,1.791759469228055
12038,Madaripur,2006,3,37.0,20.5,0.0,71.0,0.1,2.0,7.6,518762.7,561770.3,23.17,90.18,5,2006.03,0.0,0.0,0.09531017980432487,1.791759469228055
12039,Madaripur,2006,4,37.0,23.8,55.0,75.0,0.3,3.3,6.8,518762.7,561770.3,23.17,90.18,5,2006.04,0.0,4.02535169073515,0.262364264467491,1.791759469228055
12040,Madaripur,2006,5,37.0,25.2,237.0,80.0,0.3,4.4,5.8,518762.7,561770.3,23.17,90.18,5,2006.05,0.0,5.472270673671475,0.262364264467491,1.791759469228055
12041,Madaripur,2006,6,36.2,26.7,254.0,86.0,0.2,5.9,3.9,518762.7,561770.3,23.17,90.18,5,2006.06,0.0,5.541263545158426,0.18232155679395465,1.791759469228055
12042,Madaripur,2006,7,34.6,26.7,223.0,87.0,0.6,6.2,3.9,518762.7,561770.3,23.17,90.18,5,2006.07,0.0,5.4116460518550396,0.4700036292457356,1.791759469228055
